,,CET_CLAIM_BASED_AMOUNTS,,,BASE TABLE,COMMITTED,,
,,CET_OON,,,BASE TABLE,COMMITTED,,
,,CET_PROVIDERS,,,BASE TABLE,COMMITTED,,
,,CET_PRVFLAG,,,BASE TABLE,COMMITTED,,
,,cet_prvflag_bkp_20250714211134,,,BASE TABLE,COMMITTED,,
,,CET_RATES,,,BASE TABLE,COMMITTED,,
,,cet_rates_avro_stg,,,BASE TABLE,COMMITTED,,
,,claims_amounts_bkp_20250710210629,,,BASE TABLE,COMMITTED,,
,,claims_amounts_bkp_20250714164324,,,BASE TABLE,COMMITTED,,
,,claims_amounts_stg,,,BASE TABLE,COMMITTED,,
,,PAYMENT_METHOD_HIERARCHY,,,BASE TABLE,COMMITTED,,
,,provider_bkp_20250718193233,,,BASE TABLE,COMMITTED,,
,,provider_stg,,,BASE TABLE,COMMITTED,,
,,rates_stg,,,BASE TABLE,COMMITTED,,
,INFORMATION_SCHEMA,CHANGE_STREAM_COLUMNS,,,VIEW,,,
,INFORMATION_SCHEMA,CHANGE_STREAM_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,CHANGE_STREAM_PRIVILEGES,,,VIEW,,,
,INFORMATION_SCHEMA,CHANGE_STREAM_TABLES,,,VIEW,,,
,INFORMATION_SCHEMA,CHANGE_STREAMS,,,VIEW,,,
,INFORMATION_SCHEMA,CHECK_CONSTRAINTS,,,VIEW,,,
,INFORMATION_SCHEMA,COLUMN_COLUMN_USAGE,,,VIEW,,,
,INFORMATION_SCHEMA,COLUMN_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,COLUMN_PRIVILEGES,,,VIEW,,,
,INFORMATION_SCHEMA,COLUMNS,,,VIEW,,,
,INFORMATION_SCHEMA,CONSTRAINT_COLUMN_USAGE,,,VIEW,,,
,INFORMATION_SCHEMA,CONSTRAINT_TABLE_USAGE,,,VIEW,,,
,INFORMATION_SCHEMA,DATABASE_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,INDEX_COLUMNS,,,VIEW,,,
,INFORMATION_SCHEMA,INDEX_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,INDEXES,,,VIEW,,,
,INFORMATION_SCHEMA,KEY_COLUMN_USAGE,,,VIEW,,,
,INFORMATION_SCHEMA,LOCALITY_GROUP_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,MODEL_COLUMN_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,MODEL_COLUMNS,,,VIEW,,,
,INFORMATION_SCHEMA,MODEL_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,MODEL_PRIVILEGES,,,VIEW,,,
,INFORMATION_SCHEMA,MODELS,,,VIEW,,,
,INFORMATION_SCHEMA,PARAMETERS,,,VIEW,,,
,INFORMATION_SCHEMA,PLACEMENT_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,PLACEMENTS,,,VIEW,,,
,INFORMATION_SCHEMA,PROPERTY_GRAPHS,,,VIEW,,,
,INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,,,VIEW,,,
,INFORMATION_SCHEMA,ROLE_CHANGE_STREAM_GRANTS,,,VIEW,,,
,INFORMATION_SCHEMA,ROLE_COLUMN_GRANTS,,,VIEW,,,
,INFORMATION_SCHEMA,ROLE_GRANTEES,,,VIEW,,,
,INFORMATION_SCHEMA,ROLE_MODEL_GRANTS,,,VIEW,,,
,INFORMATION_SCHEMA,ROLE_ROUTINE_GRANTS,,,VIEW,,,
,INFORMATION_SCHEMA,ROLE_TABLE_GRANTS,,,VIEW,,,
,INFORMATION_SCHEMA,ROLES,,,VIEW,,,
,INFORMATION_SCHEMA,ROUTINE_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,ROUTINE_PRIVILEGES,,,VIEW,,,
,INFORMATION_SCHEMA,ROUTINES,,,VIEW,,,
,INFORMATION_SCHEMA,SCHEMATA,,,VIEW,,,
,INFORMATION_SCHEMA,SEQUENCE_OPTIONS,,,VIEW,,,
,INFORMATION_SCHEMA,SEQUENCES,,,VIEW,,,
,INFORMATION_SCHEMA,SPANNER_STATISTICS,,,VIEW,,,
,INFORMATION_SCHEMA,TABLE_CONSTRAINTS,,,VIEW,,,
,INFORMATION_SCHEMA,TABLE_PRIVILEGES,,,VIEW,,,
,INFORMATION_SCHEMA,TABLE_SYNONYMS,,,VIEW,,,
,INFORMATION_SCHEMA,TABLES,,,VIEW,,,
,INFORMATION_SCHEMA,VIEWS,,,VIEW,,,
,SPANNER_SYS,ACTIVE_PARTITIONED_DMLS,,,VIEW,,,
,SPANNER_SYS,ACTIVE_QUERIES_SUMMARY,,,VIEW,,,
,SPANNER_SYS,COLUMN_OPERATIONS_STATS_10MINUTE,,,VIEW,,,
,SPANNER_SYS,COLUMN_OPERATIONS_STATS_HOUR,,,VIEW,,,
,SPANNER_SYS,COLUMN_OPERATIONS_STATS_MINUTE,,,VIEW,,,
,SPANNER_SYS,LOCK_STATS_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,LOCK_STATS_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,LOCK_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,LOCK_STATS_TOTAL_10MINUTE,,,VIEW,,,
,SPANNER_SYS,LOCK_STATS_TOTAL_HOUR,,,VIEW,,,
,SPANNER_SYS,LOCK_STATS_TOTAL_MINUTE,,,VIEW,,,
,SPANNER_SYS,OLDEST_ACTIVE_QUERIES,,,VIEW,,,
,SPANNER_SYS,QUERY_PROFILES_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_PROFILES_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,QUERY_PROFILES_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_RECOMMENDATIONS,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOTAL_10MINUTE,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOTAL_HOUR,,,VIEW,,,
,SPANNER_SYS,QUERY_STATS_TOTAL_MINUTE,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOTAL_10MINUTE,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOTAL_HOUR,,,VIEW,,,
,SPANNER_SYS,READ_STATS_TOTAL_MINUTE,,,VIEW,,,
,SPANNER_SYS,ROW_DELETION_POLICIES,,,VIEW,,,
,SPANNER_SYS,SCHEMA_RECOMMENDATIONS,,,VIEW,,,
,SPANNER_SYS,SPLIT_HOTNESS_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,SPLIT_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,SUPPORTED_OPTIMIZER_VERSIONS,,,VIEW,,,
,SPANNER_SYS,TABLE_OPERATIONS_STATS_10MINUTE,,,VIEW,,,
,SPANNER_SYS,TABLE_OPERATIONS_STATS_HOUR,,,VIEW,,,
,SPANNER_SYS,TABLE_OPERATIONS_STATS_MINUTE,,,VIEW,,,
,SPANNER_SYS,TABLE_SIZES_STATS_1HOUR,,,VIEW,,,
,SPANNER_SYS,TABLE_SIZES_STATS_PER_LOCALITY_GROUP_1HOUR,,,VIEW,,,
,SPANNER_SYS,TASKS,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOP_10MINUTE,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOP_HOUR,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOP_MINUTE,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOTAL_10MINUTE,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOTAL_HOUR,,,VIEW,,,
,SPANNER_SYS,TXN_STATS_TOTAL_MINUTE,,,VIEW,,,
,SPANNER_SYS,USER_SPLIT_POINTS,,,VIEW,,,